strain	date	country	continent
PP154161.1	2023-03-31	Brazil	South America
PP154162.1	2023-03-31	Brazil	South America
PP154163.1	2023-03-31	Brazil	South America
PP154164.1	2023-03-02	Brazil	South America
PP154165.1	2023-03-02	Brazil	South America
PP154166.1	2023-03-02	Brazil	South America
PP154167.1	2023-03-01	Brazil	South America
PP154168.1	2023-03-01	Brazil	South America
PP154169.1	2023-03-01	Brazil	South America
PP154170.1	2015-04-13	Brazil	South America
PP154171.1	2015-04-13	Brazil	South America
PP154172.1	2015-04-13	Brazil	South America
PP357048.1	1991	Brazil	South America
PP357049.1	1991	Brazil	South America
PP357050.1	1991	Brazil	South America
PP477303.1	2024-02-05	Colombia	South America
PP477304.1	2024-02-13	Colombia	South America
PP477305.1	2024-02-12	Colombia	South America
PP477306.1	2024-02-06	Colombia	South America
PP477307.1	2024-02-15	Colombia	South America
PP477308.1	2024-02-08	Colombia	South America
PP477309.1	2024-02-05	Colombia	South America
PP477310.1	2024-02-13	Colombia	South America
PP477311.1	2024-02-12	Colombia	South America
PP477312.1	2024-02-06	Colombia	South America
PP477313.1	2024-02-15	Colombia	South America
PP477314.1	2024-02-08	Colombia	South America
PP477315.1	2024-02-05	Colombia	South America
PP477316.1	2024-02-13	Colombia	South America
PP477317.1	2024-02-12	Colombia	South America
PP477318.1	2024-02-06	Colombia	South America
PP477319.1	2024-02-15	Colombia	South America
PP477320.1	2024-02-08	Colombia	South America
PP874910.1	2024-05-29	Cuba	North America
PP921382.1	2024-05-22	Cuba	North America
PP921383.1	2024-05-22	Cuba	North America
PP921384.1	2024-05-22	Cuba	North America
PP921385.1	2024-05-12	Cuba	North America
PP921386.1	2024-05-13	Cuba	North America
PP921387.1	2024-05-12	Cuba	North America
PP921388.1	2024-05-12	Cuba	North America
PP921389.1	2024-05-12	Cuba	North America
PP921390.1	2024-05-17	Cuba	North America
PP952117.3	2024-06	Italy	Europe
PP952118.3	2024-06	Italy	Europe
PP952119.3	2024-06	Italy	Europe
PP966964.1	2023-12-28	Peru	South America
PP966965.1	2024-01-16	Peru	South America
PP966966.1	2024-01-31	Peru	South America
PP966967.1	2024-02-06	Peru	South America
PP966968.1	2023-12-18	Peru	South America
PP966969.1	2024-01-05	Peru	South America
PP966970.1	2024-01-15	Peru	South America
PP966971.1	2022-02-21	Peru	South America
PP966972.1	2023-12-28	Peru	South America
PP966973.1	2024-01-16	Peru	South America
PP966974.1	2024-01-31	Peru	South America
PP966975.1	2024-02-06	Peru	South America
PP966976.1	2023-12-18	Peru	South America
PP966977.1	2024-01-05	Peru	South America
PP966978.1	2024-01-15	Peru	South America
PP966979.1	2022-02-21	Peru	South America
PP966980.1	2023-12-28	Peru	South America
PP966981.1	2024-01-16	Peru	South America
PP966982.1	2024-01-31	Peru	South America
PP966983.1	2024-02-06	Peru	South America
PP966984.1	2023-12-18	Peru	South America
PP966985.1	2024-01-05	Peru	South America
PP966986.1	2024-01-15	Peru	South America
PP966987.1	2022-02-21	Peru	South America
PP992525.1	2024-01-30	Brazil	South America
PP992526.1	2024-01-21	Brazil	South America
PP992527.1	2024-01-30	Brazil	South America
PP992528.1	2024-01-21	Brazil	South America
PP992529.1	2024-01-30	Brazil	South America
PP992530.1	2024-01-21	Brazil	South America
PQ035168.1	2024-07-07	Cuba	North America
PQ064571.1	2024-01-08	Brazil	South America
PQ064572.1	2024-01-08	Brazil	South America
PQ064573.1	2024-01-08	Brazil	South America
PQ064574.1	2024-01-09	Brazil	South America
PQ064575.1	2024-01-09	Brazil	South America
PQ064576.1	2024-01-09	Brazil	South America
PQ064577.1	2024-01-08	Brazil	South America
PQ064578.1	2024-01-08	Brazil	South America
PQ064579.1	2024-01-08	Brazil	South America
PQ064580.1	2024-01-17	Brazil	South America
PQ064581.1	2024-01-17	Brazil	South America
PQ064582.1	2024-01-17	Brazil	South America
PQ064583.1	2024-01-17	Brazil	South America
PQ064584.1	2024-01-17	Brazil	South America
PQ064585.1	2024-01-17	Brazil	South America
PQ064586.1	2024-01-17	Brazil	South America
PQ064587.1	2024-01-17	Brazil	South America
PQ064588.1	2024-01-17	Brazil	South America
PQ064589.1	2024-01-17	Brazil	South America
PQ064590.1	2024-01-17	Brazil	South America
PQ064591.1	2024-01-17	Brazil	South America
PQ064592.1	2024-01-17	Brazil	South America
PQ064593.1	2024-01-17	Brazil	South America
PQ064594.1	2024-01-17	Brazil	South America
PQ064595.1	2024-01-19	Brazil	South America
PQ064596.1	2024-01-19	Brazil	South America
PQ064597.1	2024-01-19	Brazil	South America
PQ064598.1	2024-01-15	Brazil	South America
PQ064599.1	2024-01-15	Brazil	South America
PQ064600.1	2024-01-15	Brazil	South America
PQ064601.1	2024-01-05	Brazil	South America
PQ064602.1	2024-01-05	Brazil	South America
PQ064603.1	2024-01-05	Brazil	South America
PQ064604.1	2023-11-29	Brazil	South America
PQ064605.1	2023-11-29	Brazil	South America
PQ064606.1	2023-11-29	Brazil	South America
PQ064607.1	2024-01-05	Brazil	South America
PQ064608.1	2024-01-05	Brazil	South America
PQ064609.1	2024-01-05	Brazil	South America
PQ064610.1	2024-01-12	Brazil	South America
PQ064611.1	2024-01-12	Brazil	South America
PQ064612.1	2024-01-12	Brazil	South America
PQ064613.1	2024-01-12	Brazil	South America
PQ064614.1	2024-01-12	Brazil	South America
PQ064615.1	2024-01-12	Brazil	South America
PQ064616.1	2024-01-12	Brazil	South America
PQ064617.1	2024-01-12	Brazil	South America
PQ064618.1	2024-01-12	Brazil	South America
PQ064619.1	2023-11-30	Brazil	South America
PQ064620.1	2023-11-30	Brazil	South America
PQ064621.1	2023-11-30	Brazil	South America
PQ064622.1	2023-12-12	Brazil	South America
PQ064623.1	2023-12-12	Brazil	South America
PQ064624.1	2023-12-12	Brazil	South America
PQ064625.1	2023-12-14	Brazil	South America
PQ064626.1	2023-12-14	Brazil	South America
PQ064627.1	2023-12-14	Brazil	South America
PQ064628.1	2023-12-19	Brazil	South America
PQ064629.1	2023-12-19	Brazil	South America
PQ064630.1	2023-12-19	Brazil	South America
PQ064631.1	2023-11-24	Brazil	South America
PQ064632.1	2023-11-24	Brazil	South America
PQ064633.1	2023-11-24	Brazil	South America
PQ064634.1	2023-11-29	Brazil	South America
PQ064635.1	2023-11-29	Brazil	South America
PQ064636.1	2023-11-29	Brazil	South America
PQ064637.1	2023-12-15	Brazil	South America
PQ064638.1	2023-12-15	Brazil	South America
PQ064639.1	2023-12-15	Brazil	South America
PQ064640.1	2023-11-22	Brazil	South America
PQ064641.1	2023-11-22	Brazil	South America
PQ064642.1	2023-11-22	Brazil	South America
PQ064643.1	2023-12-14	Brazil	South America
PQ064644.1	2023-12-14	Brazil	South America
PQ064645.1	2023-12-14	Brazil	South America
PQ064646.1	2023-12-14	Brazil	South America
PQ064647.1	2023-12-14	Brazil	South America
PQ064648.1	2023-12-14	Brazil	South America
PQ064649.1	2023-12-15	Brazil	South America
PQ064650.1	2023-12-15	Brazil	South America
PQ064651.1	2023-12-15	Brazil	South America
PQ064652.1	2023-12-13	Brazil	South America
PQ064653.1	2023-12-13	Brazil	South America
PQ064654.1	2023-12-13	Brazil	South America
PQ064655.1	2023-12-13	Brazil	South America
PQ064656.1	2023-12-13	Brazil	South America
PQ064657.1	2023-12-13	Brazil	South America
PQ064658.1	2023-12-13	Brazil	South America
PQ064659.1	2023-12-13	Brazil	South America
PQ064660.1	2023-12-13	Brazil	South America
PQ064661.1	2023-12-13	Brazil	South America
PQ064662.1	2023-12-13	Brazil	South America
PQ064663.1	2023-12-13	Brazil	South America
PQ064664.1	2024-01-09	Brazil	South America
PQ064665.1	2024-01-09	Brazil	South America
PQ064666.1	2024-01-09	Brazil	South America
PQ064667.1	2024-01-04	Brazil	South America
PQ064668.1	2024-01-04	Brazil	South America
PQ064669.1	2024-01-04	Brazil	South America
PQ064670.1	2023-12-31	Brazil	South America
PQ064671.1	2023-12-31	Brazil	South America
PQ064672.1	2023-12-31	Brazil	South America
PQ064673.1	2023-12-29	Brazil	South America
PQ064674.1	2023-12-29	Brazil	South America
PQ064675.1	2023-12-29	Brazil	South America
PQ064676.1	2023-12-29	Brazil	South America
PQ064677.1	2023-12-29	Brazil	South America
PQ064678.1	2023-12-29	Brazil	South America
PQ064679.1	2024-01-02	Brazil	South America
PQ064680.1	2024-01-02	Brazil	South America
PQ064681.1	2024-01-02	Brazil	South America
PQ064682.1	2024-01-02	Brazil	South America
PQ064683.1	2024-01-02	Brazil	South America
PQ064684.1	2024-01-02	Brazil	South America
PQ064685.1	2023-12-29	Brazil	South America
PQ064686.1	2023-12-29	Brazil	South America
PQ064687.1	2023-12-29	Brazil	South America
PQ064688.1	2024-01-04	Brazil	South America
PQ064689.1	2024-01-04	Brazil	South America
PQ064690.1	2024-01-04	Brazil	South America
PQ064691.1	2023-12-29	Brazil	South America
PQ064692.1	2023-12-29	Brazil	South America
PQ064693.1	2023-12-29	Brazil	South America
PQ064694.1	2024-01-05	Brazil	South America
PQ064695.1	2024-01-05	Brazil	South America
PQ064696.1	2024-01-05	Brazil	South America
PQ064697.1	2024-01-04	Brazil	South America
PQ064698.1	2024-01-04	Brazil	South America
PQ064699.1	2024-01-04	Brazil	South America
PQ064700.1	2024-01-03	Brazil	South America
PQ064701.1	2024-01-03	Brazil	South America
PQ064702.1	2024-01-03	Brazil	South America
PQ064703.1	2024-01-04	Brazil	South America
PQ064704.1	2024-01-04	Brazil	South America
PQ064705.1	2024-01-04	Brazil	South America
PQ064706.1	2024-01-04	Brazil	South America
PQ064707.1	2024-01-04	Brazil	South America
PQ064708.1	2024-01-04	Brazil	South America
PQ064709.1	2024-01-04	Brazil	South America
PQ064710.1	2024-01-04	Brazil	South America
PQ064711.1	2024-01-04	Brazil	South America
PQ064712.1	2024-01-09	Brazil	South America
PQ064713.1	2024-01-09	Brazil	South America
PQ064714.1	2024-01-09	Brazil	South America
PQ064715.1	2023-12-29	Brazil	South America
PQ064716.1	2023-12-29	Brazil	South America
PQ064717.1	2023-12-29	Brazil	South America
PQ064718.1	2024-01-04	Brazil	South America
PQ064719.1	2024-01-04	Brazil	South America
PQ064720.1	2024-01-04	Brazil	South America
PQ064721.1	2024-01-04	Brazil	South America
PQ064722.1	2024-01-04	Brazil	South America
PQ064723.1	2024-01-04	Brazil	South America
PQ064724.1	2023-12-29	Brazil	South America
PQ064725.1	2023-12-29	Brazil	South America
PQ064726.1	2023-12-29	Brazil	South America
PQ064727.1	2024-01-04	Brazil	South America
PQ064728.1	2024-01-04	Brazil	South America
PQ064729.1	2024-01-04	Brazil	South America
PQ064730.1	2023-12-29	Brazil	South America
PQ064731.1	2023-12-29	Brazil	South America
PQ064732.1	2023-12-29	Brazil	South America
PQ064733.1	2023-12-29	Brazil	South America
PQ064734.1	2023-12-29	Brazil	South America
PQ064735.1	2023-12-29	Brazil	South America
PQ064736.1	2024-01-04	Brazil	South America
PQ064737.1	2024-01-04	Brazil	South America
PQ064738.1	2024-01-04	Brazil	South America
PQ064739.1	2023-12-29	Brazil	South America
PQ064740.1	2023-12-29	Brazil	South America
PQ064741.1	2023-12-29	Brazil	South America
PQ064742.1	2024-01-05	Brazil	South America
PQ064743.1	2024-01-05	Brazil	South America
PQ064744.1	2024-01-05	Brazil	South America
PQ064745.1	2024-01-03	Brazil	South America
PQ064746.1	2024-01-03	Brazil	South America
PQ064747.1	2024-01-03	Brazil	South America
PQ064748.1	2023-12-29	Brazil	South America
PQ064749.1	2023-12-29	Brazil	South America
PQ064750.1	2023-12-29	Brazil	South America
PQ064751.1	2024-01-04	Brazil	South America
PQ064752.1	2024-01-04	Brazil	South America
PQ064753.1	2024-01-04	Brazil	South America
PQ064754.1	2024-01-05	Brazil	South America
PQ064755.1	2024-01-05	Brazil	South America
PQ064756.1	2024-01-05	Brazil	South America
PQ064757.1	2023-12-29	Brazil	South America
PQ064758.1	2023-12-29	Brazil	South America
PQ064759.1	2023-12-29	Brazil	South America
PQ064760.1	2023-12-29	Brazil	South America
PQ064761.1	2023-12-29	Brazil	South America
PQ064762.1	2023-12-29	Brazil	South America
PQ064763.1	2024-01-05	Brazil	South America
PQ064764.1	2024-01-05	Brazil	South America
PQ064765.1	2024-01-05	Brazil	South America
PQ064766.1	2024-01-02	Brazil	South America
PQ064767.1	2024-01-02	Brazil	South America
PQ064768.1	2024-01-02	Brazil	South America
PQ064769.1	2023-12-30	Brazil	South America
PQ064770.1	2023-12-30	Brazil	South America
PQ064771.1	2023-12-30	Brazil	South America
PQ064772.1	2024-01-08	Brazil	South America
PQ064773.1	2024-01-08	Brazil	South America
PQ064774.1	2024-01-08	Brazil	South America
PQ064775.1	2024-01-07	Brazil	South America
PQ064776.1	2024-01-07	Brazil	South America
PQ064777.1	2024-01-07	Brazil	South America
PQ064778.1	2023-12-30	Brazil	South America
PQ064779.1	2023-12-30	Brazil	South America
PQ064780.1	2023-12-30	Brazil	South America
PQ064781.1	2024-01-07	Brazil	South America
PQ064782.1	2024-01-07	Brazil	South America
PQ064783.1	2024-01-07	Brazil	South America
PQ064784.1	2023-12-29	Brazil	South America
PQ064785.1	2023-12-29	Brazil	South America
PQ064786.1	2023-12-29	Brazil	South America
PQ064787.1	2024-01-07	Brazil	South America
PQ064788.1	2024-01-07	Brazil	South America
PQ064789.1	2024-01-07	Brazil	South America
PQ064790.1	2024-01-24	Brazil	South America
PQ064791.1	2024-01-24	Brazil	South America
PQ064792.1	2024-01-24	Brazil	South America
PQ064793.1	2023-12-30	Brazil	South America
PQ064794.1	2023-12-30	Brazil	South America
PQ064795.1	2023-12-30	Brazil	South America
PQ064796.1	2024-01-07	Brazil	South America
PQ064797.1	2024-01-07	Brazil	South America
PQ064798.1	2024-01-07	Brazil	South America
PQ064799.1	2024-01-07	Brazil	South America
PQ064800.1	2024-01-07	Brazil	South America
PQ064801.1	2024-01-07	Brazil	South America
PQ064802.1	2024-01-08	Brazil	South America
PQ064803.1	2024-01-08	Brazil	South America
PQ064804.1	2024-01-08	Brazil	South America
PQ064805.1	2024-01-26	Brazil	South America
PQ064806.1	2024-01-26	Brazil	South America
PQ064807.1	2024-01-26	Brazil	South America
PQ064808.1	2024-01-26	Brazil	South America
PQ064809.1	2024-01-26	Brazil	South America
PQ064810.1	2024-01-26	Brazil	South America
PQ064811.1	2023-12-31	Brazil	South America
PQ064812.1	2023-12-31	Brazil	South America
PQ064813.1	2023-12-31	Brazil	South America
PQ064814.1	2024-01-03	Brazil	South America
PQ064815.1	2024-01-03	Brazil	South America
PQ064816.1	2024-01-03	Brazil	South America
PQ064817.1	2024-01-03	Brazil	South America
PQ064818.1	2024-01-03	Brazil	South America
PQ064819.1	2024-01-03	Brazil	South America
PQ064820.1	2024-01-10	Brazil	South America
PQ064821.1	2024-01-10	Brazil	South America
PQ064822.1	2024-01-10	Brazil	South America
PQ064823.1	2024-01-08	Brazil	South America
PQ064824.1	2024-01-08	Brazil	South America
PQ064825.1	2024-01-08	Brazil	South America
PQ064826.1	2024-01-08	Brazil	South America
PQ064827.1	2024-01-08	Brazil	South America
PQ064828.1	2024-01-08	Brazil	South America
PQ064829.1	2024-01-04	Brazil	South America
PQ064830.1	2024-01-04	Brazil	South America
PQ064831.1	2024-01-04	Brazil	South America
PQ064832.1	2024-01-08	Brazil	South America
PQ064833.1	2024-01-08	Brazil	South America
PQ064834.1	2024-01-08	Brazil	South America
PQ064835.1	2024-01-01	Brazil	South America
PQ064836.1	2024-01-01	Brazil	South America
PQ064837.1	2024-01-01	Brazil	South America
PQ064838.1	2024-01-26	Brazil	South America
PQ064839.1	2024-01-26	Brazil	South America
PQ064840.1	2024-01-26	Brazil	South America
PQ064841.1	2024-01-03	Brazil	South America
PQ064842.1	2024-01-03	Brazil	South America
PQ064843.1	2024-01-03	Brazil	South America
PQ064844.1	2024-01-29	Brazil	South America
PQ064845.1	2024-01-29	Brazil	South America
PQ064846.1	2024-01-29	Brazil	South America
PQ064847.1	2024-01-29	Brazil	South America
PQ064848.1	2024-01-29	Brazil	South America
PQ064849.1	2024-01-29	Brazil	South America
PQ064850.1	2024-01-03	Brazil	South America
PQ064851.1	2024-01-03	Brazil	South America
PQ064852.1	2024-01-03	Brazil	South America
PQ064853.1	2024-01-01	Brazil	South America
PQ064854.1	2024-01-01	Brazil	South America
PQ064855.1	2024-01-01	Brazil	South America
PQ064856.1	2023-12-28	Brazil	South America
PQ064857.1	2023-12-28	Brazil	South America
PQ064858.1	2023-12-28	Brazil	South America
PQ064859.1	2023-12-27	Brazil	South America
PQ064860.1	2023-12-27	Brazil	South America
PQ064861.1	2023-12-27	Brazil	South America
PQ064862.1	2024-01-03	Brazil	South America
PQ064863.1	2024-01-03	Brazil	South America
PQ064864.1	2024-01-03	Brazil	South America
PQ064865.1	2024-01-03	Brazil	South America
PQ064866.1	2024-01-03	Brazil	South America
PQ064867.1	2024-01-03	Brazil	South America
PQ064868.1	2023-12-25	Brazil	South America
PQ064869.1	2023-12-25	Brazil	South America
PQ064870.1	2023-12-25	Brazil	South America
PQ064871.1	2023-12-22	Brazil	South America
PQ064872.1	2023-12-22	Brazil	South America
PQ064873.1	2023-12-22	Brazil	South America
PQ064874.1	2024-01-03	Brazil	South America
PQ064875.1	2024-01-03	Brazil	South America
PQ064876.1	2024-01-03	Brazil	South America
PQ064877.1	2023-12-23	Brazil	South America
PQ064878.1	2023-12-23	Brazil	South America
PQ064879.1	2023-12-23	Brazil	South America
PQ064880.1	2023-12-23	Brazil	South America
PQ064881.1	2023-12-23	Brazil	South America
PQ064882.1	2023-12-23	Brazil	South America
PQ064883.1	2024-02-01	Brazil	South America
PQ064884.1	2024-02-01	Brazil	South America
PQ064885.1	2024-02-01	Brazil	South America
PQ064886.1	2023-12-23	Brazil	South America
PQ064887.1	2023-12-23	Brazil	South America
PQ064888.1	2023-12-23	Brazil	South America
PQ064889.1	2024-01-03	Brazil	South America
PQ064890.1	2024-01-03	Brazil	South America
PQ064891.1	2024-01-03	Brazil	South America
PQ064892.1	2023-12-23	Brazil	South America
PQ064893.1	2023-12-23	Brazil	South America
PQ064894.1	2023-12-23	Brazil	South America
PQ064895.1	2024-01-30	Brazil	South America
PQ064896.1	2024-01-30	Brazil	South America
PQ064897.1	2024-01-30	Brazil	South America
PQ064898.1	2023-12-23	Brazil	South America
PQ064899.1	2023-12-23	Brazil	South America
PQ064900.1	2023-12-23	Brazil	South America
PQ064901.1	2024-01-03	Brazil	South America
PQ064902.1	2024-01-03	Brazil	South America
PQ064903.1	2024-01-03	Brazil	South America
PQ064904.1	2024-01-04	Brazil	South America
PQ064905.1	2024-01-04	Brazil	South America
PQ064906.1	2024-01-04	Brazil	South America
PQ064907.1	2023-12-24	Brazil	South America
PQ064908.1	2023-12-24	Brazil	South America
PQ064909.1	2023-12-24	Brazil	South America
PQ064910.1	2023-12-25	Brazil	South America
PQ064911.1	2023-12-25	Brazil	South America
PQ064912.1	2023-12-25	Brazil	South America
PQ064913.1	2023-12-25	Brazil	South America
PQ064914.1	2023-12-25	Brazil	South America
PQ064915.1	2023-12-25	Brazil	South America
PQ064916.1	2023-12-25	Brazil	South America
PQ064917.1	2023-12-25	Brazil	South America
PQ064918.1	2023-12-25	Brazil	South America
PQ064919.1	2024-01-03	Brazil	South America
PQ064920.1	2024-01-03	Brazil	South America
PQ064921.1	2024-01-03	Brazil	South America
PQ064922.1	2024-01-03	Brazil	South America
PQ064923.1	2024-01-03	Brazil	South America
PQ064924.1	2024-01-03	Brazil	South America
PQ064925.1	2024-01-03	Brazil	South America
PQ064926.1	2024-01-03	Brazil	South America
PQ064927.1	2024-01-03	Brazil	South America
PQ064928.1	2023-12-21	Brazil	South America
PQ064929.1	2023-12-21	Brazil	South America
PQ064930.1	2023-12-21	Brazil	South America
PQ064931.1	2024-01-04	Brazil	South America
PQ064932.1	2024-01-04	Brazil	South America
PQ064933.1	2024-01-04	Brazil	South America
PQ064934.1	2024-01-04	Brazil	South America
PQ064935.1	2024-01-04	Brazil	South America
PQ064936.1	2024-01-04	Brazil	South America
PQ064937.1	2024-01-03	Brazil	South America
PQ064938.1	2024-01-03	Brazil	South America
PQ064939.1	2024-01-03	Brazil	South America
PQ064940.1	2024-01-03	Brazil	South America
PQ064941.1	2024-01-03	Brazil	South America
PQ064942.1	2024-01-03	Brazil	South America
PQ064943.1	2024-01-03	Brazil	South America
PQ064944.1	2024-01-03	Brazil	South America
PQ064945.1	2024-01-03	Brazil	South America
PQ064946.1	2024-01-24	Brazil	South America
PQ064947.1	2024-01-24	Brazil	South America
PQ064948.1	2024-01-24	Brazil	South America
PQ064949.1	2023-12-26	Brazil	South America
PQ064950.1	2023-12-26	Brazil	South America
PQ064951.1	2023-12-26	Brazil	South America
PQ064952.1	2024-01-05	Brazil	South America
PQ064953.1	2024-01-05	Brazil	South America
PQ064954.1	2024-01-05	Brazil	South America
PQ064955.1	2024-01-04	Brazil	South America
PQ064956.1	2024-01-04	Brazil	South America
PQ064957.1	2024-01-04	Brazil	South America
PQ064958.1	2024-01-04	Brazil	South America
PQ064959.1	2024-01-04	Brazil	South America
PQ064960.1	2024-01-04	Brazil	South America
PQ064961.1	2024-01-05	Brazil	South America
PQ064962.1	2024-01-05	Brazil	South America
PQ064963.1	2024-01-05	Brazil	South America
PQ064964.1	2024-01-04	Brazil	South America
PQ064965.1	2024-01-04	Brazil	South America
PQ064966.1	2024-01-04	Brazil	South America
PQ064967.1	2024-01-04	Brazil	South America
PQ064968.1	2024-01-04	Brazil	South America
PQ064969.1	2024-01-04	Brazil	South America
PQ064970.1	2024-01-04	Brazil	South America
PQ064971.1	2024-01-04	Brazil	South America
PQ064972.1	2024-01-04	Brazil	South America
PQ064973.1	2024-02-01	Brazil	South America
PQ064974.1	2024-02-01	Brazil	South America
PQ064975.1	2024-02-01	Brazil	South America
PQ064976.1	2024-01-05	Brazil	South America
PQ064977.1	2024-01-05	Brazil	South America
PQ064978.1	2024-01-05	Brazil	South America
PQ064979.1	2024-01-04	Brazil	South America
PQ064980.1	2024-01-04	Brazil	South America
PQ064981.1	2024-01-04	Brazil	South America
PQ064982.1	2024-01-05	Brazil	South America
PQ064983.1	2024-01-05	Brazil	South America
PQ064984.1	2024-01-05	Brazil	South America
PQ064985.1	2024-02-07	Brazil	South America
PQ064986.1	2024-02-07	Brazil	South America
PQ064987.1	2024-02-07	Brazil	South America
PQ064988.1	2024-01-05	Brazil	South America
PQ064989.1	2024-01-05	Brazil	South America
PQ064990.1	2024-01-05	Brazil	South America
PQ064991.1	2024-02-08	Brazil	South America
PQ064992.1	2024-02-08	Brazil	South America
PQ064993.1	2024-02-08	Brazil	South America
PQ064994.1	2024-02-08	Brazil	South America
PQ064995.1	2024-02-08	Brazil	South America
PQ064996.1	2024-02-08	Brazil	South America
PQ064997.1	2024-01-23	Brazil	South America
PQ064998.1	2024-01-23	Brazil	South America
PQ064999.1	2024-01-23	Brazil	South America
PQ065000.1	2024-01-16	Brazil	South America
PQ065001.1	2024-01-16	Brazil	South America
PQ065002.1	2024-01-16	Brazil	South America
PQ065003.1	2024-01-18	Brazil	South America
PQ065004.1	2024-01-18	Brazil	South America
PQ065005.1	2024-01-18	Brazil	South America
PQ065006.1	2024-01-25	Brazil	South America
PQ065007.1	2024-01-25	Brazil	South America
PQ065008.1	2024-01-25	Brazil	South America
PQ065009.1	2024-01-25	Brazil	South America
PQ065010.1	2024-01-25	Brazil	South America
PQ065011.1	2024-01-25	Brazil	South America
PQ065012.1	2024-01-31	Brazil	South America
PQ065013.1	2024-01-31	Brazil	South America
PQ065014.1	2024-01-31	Brazil	South America
PQ065015.1	2024-01-24	Brazil	South America
PQ065016.1	2024-01-24	Brazil	South America
PQ065017.1	2024-01-24	Brazil	South America
PQ065018.1	2024-02-02	Brazil	South America
PQ065019.1	2024-02-02	Brazil	South America
PQ065020.1	2024-02-02	Brazil	South America
PQ065021.1	2024-02-02	Brazil	South America
PQ065022.1	2024-02-02	Brazil	South America
PQ065023.1	2024-02-02	Brazil	South America
PQ065024.1	2024-02-03	Brazil	South America
PQ065025.1	2024-02-03	Brazil	South America
PQ065026.1	2024-02-03	Brazil	South America
PQ065027.1	2024-02-03	Brazil	South America
PQ065028.1	2024-02-03	Brazil	South America
PQ065029.1	2024-02-03	Brazil	South America
PQ065030.1	2024-02-03	Brazil	South America
PQ065031.1	2024-02-03	Brazil	South America
PQ065032.1	2024-02-03	Brazil	South America
PQ065033.1	2024-02-03	Brazil	South America
PQ065034.1	2024-02-03	Brazil	South America
PQ065035.1	2024-02-03	Brazil	South America
PQ065036.1	2024-02-04	Brazil	South America
PQ065037.1	2024-02-04	Brazil	South America
PQ065038.1	2024-02-04	Brazil	South America
PQ065039.1	2024-02-09	Brazil	South America
PQ065040.1	2024-02-09	Brazil	South America
PQ065041.1	2024-02-09	Brazil	South America
PQ065042.1	2024-02-09	Brazil	South America
PQ065043.1	2024-02-09	Brazil	South America
PQ065044.1	2024-02-09	Brazil	South America
PQ065045.1	2024-02-09	Brazil	South America
PQ065046.1	2024-02-09	Brazil	South America
PQ065047.1	2024-02-09	Brazil	South America
PQ065048.1	2024-01-28	Brazil	South America
PQ065049.1	2024-01-28	Brazil	South America
PQ065050.1	2024-01-28	Brazil	South America
PQ065051.1	2024-01-31	Brazil	South America
PQ065052.1	2024-01-31	Brazil	South America
PQ065053.1	2024-01-31	Brazil	South America
PQ065054.1	2024-01-31	Brazil	South America
PQ065055.1	2024-01-31	Brazil	South America
PQ065056.1	2024-01-31	Brazil	South America
PQ065057.1	2024-01-31	Brazil	South America
PQ065058.1	2024-01-31	Brazil	South America
PQ065059.1	2024-01-31	Brazil	South America
PQ065060.1	2024-01-31	Brazil	South America
PQ065061.1	2024-01-31	Brazil	South America
PQ065062.1	2024-01-31	Brazil	South America
PQ065063.1	2024-01-31	Brazil	South America
PQ065064.1	2024-01-31	Brazil	South America
PQ065065.1	2024-01-31	Brazil	South America
PQ065066.1	2024-01-31	Brazil	South America
PQ065067.1	2024-01-31	Brazil	South America
PQ065068.1	2024-01-31	Brazil	South America
PQ065069.1	2024-01-31	Brazil	South America
PQ065070.1	2024-01-31	Brazil	South America
PQ065071.1	2024-01-31	Brazil	South America
PQ065072.1	2024-01-31	Brazil	South America
PQ065073.1	2024-01-31	Brazil	South America
PQ065074.1	2024-01-31	Brazil	South America
PQ065075.1	2024-02-01	Brazil	South America
PQ065076.1	2024-02-01	Brazil	South America
PQ065077.1	2024-02-01	Brazil	South America
PQ065078.1	2024-02-01	Brazil	South America
PQ065079.1	2024-02-01	Brazil	South America
PQ065080.1	2024-02-01	Brazil	South America
PQ065081.1	2024-02-01	Brazil	South America
PQ065082.1	2024-02-01	Brazil	South America
PQ065083.1	2024-02-01	Brazil	South America
PQ065084.1	2024-02-02	Brazil	South America
PQ065085.1	2024-02-02	Brazil	South America
PQ065086.1	2024-02-02	Brazil	South America
PQ065087.1	2024-02-02	Brazil	South America
PQ065088.1	2024-02-02	Brazil	South America
PQ065089.1	2024-02-02	Brazil	South America
PQ065090.1	2024-02-01	Brazil	South America
PQ065091.1	2024-02-01	Brazil	South America
PQ065092.1	2024-02-01	Brazil	South America
PQ065093.1	2024-02-01	Brazil	South America
PQ065094.1	2024-02-01	Brazil	South America
PQ065095.1	2024-02-01	Brazil	South America
PQ065096.1	2024-02-01	Brazil	South America
PQ065097.1	2024-02-01	Brazil	South America
PQ065098.1	2024-02-01	Brazil	South America
PQ065099.1	2024-02-05	Brazil	South America
PQ065100.1	2024-02-05	Brazil	South America
PQ065101.1	2024-02-05	Brazil	South America
PQ065102.1	2024-02-05	Brazil	South America
PQ065103.1	2024-02-05	Brazil	South America
PQ065104.1	2024-02-05	Brazil	South America
PQ065105.1	2024-02-06	Brazil	South America
PQ065106.1	2024-02-06	Brazil	South America
